1727740800,11.494634,11.506805,11.10411,11.203548,30.16
1727755200,11.203548,11.381364,11.179737,11.352565,24.05
1727769600,11.352565,11.512264,11.305473,11.510847,27.75
1727784000,11.510847,11.53862,11.361535,11.3649,55.85
1727798400,11.3649,11.41216,11.192812,11.254848,56.18
1727812800,11.254848,11.506792,11.246504,11.498291,42.82
1727827200,11.494634,11.506221,11.34278,11.382853,22.41
1727841600,11.382853,11.482908,11.356098,11.445872,16.88
1727856000,11.445872,11.530844,11.41628,11.417851,11.28
1727870400,11.417851,11.491142,11.349461,11.452897,30.07
1727884800,11.452897,11.526178,11.450509,11.513156,39.89
1727899200,11.513156,11.60046,11.324454,11.359313,37.16
1727913600,11.503189,11.533848,11.489046,11.519701,38.96
1727928000,11.519701,11.560684,11.476839,11.495452,12.74
1727942400,11.495452,11.495494,11.427965,11.46628,46.0
1727956800,11.46628,11.479076,11.382391,11.403736,16.15
1727971200,11.403736,11.61455,11.386697,11.58694,35.49
1727985600,11.58694,11.620451,11.509377,11.544598,6.9
1728000000,11.533805,11.536058,11.495038,11.511158,46.68
1728014400,11.511158,11.547707,11.428865,11.485818,28.99
1728028800,11.485818,11.506526,11.18759,11.205942,30.16
1728043200,11.205942,11.215458,11.144597,11.174308,19.07
1728057600,11.174308,11.174446,11.117178,11.126561,11.99
1728072000,11.126561,11.440843,11.113004,11.417676,33.28
1728086400,11.56529,11.614108,11.538273,11.569719,6.63
1728100800,11.569719,11.573976,11.450095,11.527662,46.9
1728115200,11.527662,11.585155,11.524816,11.528512,38.79
1728129600,11.528512,11.584221,11.443906,11.518447,33.45
1728144000,11.518447,11.543673,11.412425,11.492469,10.35
1728158400,11.492469,11.802134,11.420134,11.774286,45.7
1728172800,11.563909,11.595646,11.539725,11.554429,29.32
1728187200,11.554429,11.81718,11.544523,11.768621,39.56
1728201600,11.768621,11.797078,11.622678,11.667638,41.9
1728216000,11.667638,11.760562,11.611348,11.718755,6.12
1728230400,11.718755,11.722757,11.674538,11.682014,17.53
1728244800,11.682014,11.696873,11.452431,11.463464,22.82
1728259200,11.584114,11.90391,11.567242,11.841848,45.95
1728273600,11.841848,11.860187,11.582495,11.646282,13.75
1728288000,11.646282,11.650534,11.364371,11.393596,15.27
1728302400,11.393596,11.701576,11.351236,11.6919,33.96
1728316800,11.6919,11.729053,11.379823,11.390703,22.24
1728331200,11.390703,11.634543,11.375793,11.605028,19.93
1728345600,11.590192,11.794285,11.578321,11.766225,24.37
1728360000,11.766225,12.047931,11.689567,11.977138,25.4
1728374400,11.977138,12.074667,11.952353,12.007219,44.46
1728388800,12.007219,12.039556,11.712087,11.735894,25.68
1728403200,11.735894,11.749787,11.718232,11.74221,14.95
1728417600,11.74221,11.883996,11.689401,11.847765,12.09
1728432000,11.608642,11.876191,11.604575,11.816854,45.08
1728446400,11.816854,11.842797,11.656932,11.734871,24.67
1728460800,11.734871,11.735577,11.66042,11.68168,29.75
1728475200,11.68168,11.985533,11.61188,11.981946,24.4
1728489600,11.981946,12.090676,11.954167,12.012391,28.56
1728504000,12.012391,12.042551,11.705588,11.723922,39.53
1728518400,11.638785,11.679064,11.607258,11.641106,55.71
1728532800,11.641106,11.703443,11.59386,11.604553,18.88
1728547200,11.604553,11.724061,11.595527,11.70305,13.99
1728561600,11.70305,11.772759,11.513341,11.586294,51.26
1728576000,11.586294,11.76032,11.550586,11.737958,27.58
1728590400,11.737958,11.760428,11.608233,11.712579,44.74
1728604800,11.653525,11.663775,11.453436,11.479173,51.99
1728619200,11.479173,11.614085,11.441773,11.597558,38.67
1728633600,11.597558,11.646458,11.578967,11.617574,22.69
1728648000,11.617574,11.705547,11.608731,11.667126,51.62
1728662400,11.667126,11.678687,11.631095,11.638072,25.63
1728676800,11.638072,11.669057,11.490288,11.494429,52.94
1728691200,11.668428,11.805108,11.597034,11.695861,11.75
1728705600,11.695861,11.714937,11.163463,11.197072,12.9
1728720000,11.197072,11.246745,11.109397,11.14707,22.21
1728734400,11.14707,11.165094,10.90899,10.953341,25.06
1728748800,10.953341,11.553986,10.907818,11.501432,30.95
1728763200,11.501432,11.763018,11.491227,11.677406,12.66
1728777600,11.680162,11.831114,11.669025,11.801759,10.19
1728792000,11.801759,11.956351,11.786062,11.931296,17.78
1728806400,11.931296,11.957029,11.762856,11.821942,23.17
