1767225600,3237.516911,3291.518509,3215.581393,3260.459152,356012.72
1767240000,3262.48172,3291.647813,3242.815176,3278.963792,338402.24
1767254400,3304.895348,3311.268696,3261.757374,3297.34898,339923.56
1767268800,3349.624556,3409.857123,3290.778557,3328.803251,510920.25
1767283200,3261.361594,3276.588147,3243.211586,3261.881345,377072.69
1767297600,3287.758922,3322.970505,3260.56749,3266.252722,426924.6
1767312000,3338.809604,3379.478616,3329.780675,3347.378873,493649.04
1767326400,3226.424008,3266.535744,3209.350951,3245.918171,327313.4
1767340800,3320.602923,3429.097521,3303.641182,3313.595948,409817.55
1767355200,3304.353718,3319.814769,3245.048506,3279.556087,488234.67
1767369600,3235.839428,3257.604453,3218.11962,3237.051018,408701.39
1767384000,3311.352947,3385.712283,3290.666692,3315.157393,352111.71
1767398400,3272.080349,3311.962941,3242.838937,3275.452641,354339.03
1767412800,3223.832229,3315.363747,3199.781457,3222.412963,339672.46
1767427200,3205.936168,3257.667621,3203.081428,3221.902672,465925.1
1767441600,3183.686611,3227.572095,3170.170402,3188.087279,327775.93
1767456000,3213.213389,3217.290712,3124.789869,3213.000329,390294.39
1767470400,3180.309788,3213.442517,3128.099444,3159.84611,392283.31
1767484800,3286.086083,3348.580128,3271.510641,3296.339461,353041.18
1767499200,3167.03019,3191.697197,3074.076041,3175.845593,368124.51
1767513600,3202.778923,3219.578041,3075.287398,3195.433072,478415.57
1767528000,3181.78474,3276.13251,3130.884876,3170.585437,491049.01
1767542400,3186.2679,3189.27887,3076.671713,3165.729311,485811.42
1767556800,3215.754274,3260.572926,3156.392923,3168.896544,488761.39
1767571200,3150.663231,3165.9821,3132.653734,3160.782858,352792.26
1767585600,3158.199129,3183.526486,3095.332199,3155.091515,346570.44
1767600000,3134.2618,3158.878649,3081.494994,3133.816492,470895.65
1767614400,3168.817976,3236.116099,3138.280328,3185.743251,339536.31
1767628800,3173.262328,3205.327062,3171.30046,3178.611877,387587.6
1767643200,3120.152598,3179.374018,3060.263768,3159.102182,453571.91
1767657600,3153.220576,3168.416666,3128.377176,3155.208261,370330.36
1767672000,3126.247027,3174.739613,3078.364733,3115.921706,329057.66
1767686400,3167.277039,3183.789646,3135.093003,3155.851901,359503.79
1767700800,3154.808057,3155.569211,3094.569774,3148.046371,417744.51
1767715200,3131.460287,3159.49574,3117.341206,3150.637717,371985.89
1767729600,3152.488984,3163.772114,3114.625301,3126.176005,450798.17
1767744000,3153.952278,3177.640357,3090.604577,3136.077581,358447.22
1767758400,3073.754773,3094.881253,3045.682402,3074.445673,352922.67
1767772800,3113.22749,3162.641176,3068.465053,3107.537519,371007.5
1767787200,3100.635213,3159.291783,3097.070968,3116.571142,409042.18
1767801600,3120.012787,3178.179228,3054.651188,3111.271922,415655.09
1767816000,3072.434273,3126.7969,3062.45552,3092.681796,583106.37
1767830400,3132.79442,3138.628231,3118.400352,3127.368467,322367.78
1767844800,3053.377796,3063.971131,2933.080535,3039.250204,361870.44
1767859200,3067.683598,3069.378665,2995.44568,3052.675129,451019.28
1767873600,3056.25477,3081.422411,2999.328608,3039.99163,352031.46
1767888000,3052.673999,3095.551166,2983.601247,3044.453127,331002.97
1767902400,3064.179535,3096.077436,3058.33264,3062.920514,359568.8
1767916800,2996.038344,3037.680435,2995.487652,3023.497913,385954.79
1767931200,3076.156977,3079.074799,3022.183045,3040.623405,338779.75
1767945600,3020.692504,3099.30798,2991.78845,3017.538917,307790.05
1767960000,3050.586354,3099.017968,3014.057991,3048.225981,448067.11
1767974400,3042.625015,3067.708362,3027.14898,3051.724837,484108.95
1767988800,3071.687961,3088.70945,2997.78814,3065.379538,315876.51
1768003200,2981.923131,3032.796645,2968.149773,3000.172151,368907.3
1768017600,3066.598297,3072.375621,3017.597463,3048.999645,511559.54
1768032000,3068.245537,3125.199866,3015.786207,3043.753626,372961.63
1768046400,2932.612199,2985.021717,2911.383591,2931.532049,310341.56
1768060800,2973.094232,2991.133422,2928.163311,2980.412989,403014.4
1768075200,2948.607148,2967.04319,2888.000746,2943.860264,361668.99
1768089600,2898.700868,2971.521843,2879.893653,2934.023365,310038.86
1768104000,3001.744369,3052.811025,2924.339319,2991.65156,321823.46
1768118400,2973.391952,2998.882989,2966.927611,2974.929196,430160.5
1768132800,2914.728281,2956.548322,2856.329866,2932.643556,311357.2
1768147200,2909.005022,2947.94832,2862.535377,2938.257462,485598.08
1768161600,3044.383183,3062.409352,3036.562054,3040.940391,408258.02
1768176000,2966.384164,3016.813219,2942.232528,2965.44461,486123.67
1768190400,2904.375458,2945.905161,2873.224168,2912.454775,334372.26
1768204800,2956.038046,2976.85183,2871.178111,2973.366503,443480.73
1768219200,2900.885439,2931.362482,2877.404588,2895.602138,385321.86
1768233600,2966.578634,2986.922635,2959.264183,2965.083478,503871.33
1768248000,2906.570348,2932.713066,2879.673926,2913.787569,411897.12
1768262400,2952.291529,2974.128965,2941.02533,2973.894135,360521.45
